Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		Run Id	(1 of 2)		Run Id	(2 of 2)		
V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	V [V] 	I [A]	P [W]	
-0.109946393	0.00122748826	-0.000134957906636846	-0.115185568	0.00124121284	-0.000142969805984293	-0.108920191	0.00122372724	-0.000133288604712703	-0.116390411	0.00125392963	-0.000145945385000778	-0.107592986	0.00122143	-0.00013141730088998	-0.115076101	0.0012765061	-0.000146895344890716	-0.110302907	0.0011977153	-0.000132111479348377	-0.115413572	0.0013047922	-0.000150590728519738	-0.110614122	0.00125307538	-0.000138607832958516	-0.111805298	0.00133848663	-0.000149649896536166	-0.109000341	0.00188047425	-0.000204972334491719	-0.114717317	0.00190085621	-0.000218061124413989	-0.11179001	0.00106421088	-0.000118968144917309	-0.113781735	0.00126209927	-0.000143603844682833	-0.11187076	0.00103429939	-0.000115707858826836	-0.114043581	0.00123895023	-0.000141294320909974	-0.111804048	0.00104617464	-0.000116966559666943	-0.113284093	0.00126639708	-0.000143462644585648	-0.11045719	0.00127712486	-0.000141067623314743	-0.116067187	0.00140972539	-0.000163622860459778	-0.109887316	0.00127765241	-0.000140397794115832	-0.116344659	0.0013118744	-0.00015262957971883	-0.111837935	0.00122318583	-0.000136798577348461	-0.114852149	0.00129624738	-0.00014887679722862	-0.107633598	0.00120496258	-0.000129694457940763	-0.112521646	0.00124977035	-0.000140626216903996	-0.109581715	0.00138411287	-0.000151673462048172	-0.113899661	0.00147625076	-0.000168144461114992	-0.109681091	0.00143659043	-0.000157566805682559	-0.113612141	0.00148753726	-0.000169002292925874	-0.110956624	0.00142889871	-0.000158545776899555	-0.111886065	0.00149590315	-0.000167370717074605	-0.110441427	0.00143745391	-0.00015875446106713	-0.114204819	0.00149332424	-0.000170544824537513	-0.10905269	0.00148635863	-0.000162091406906215	-0.114815666	0.00156106634	-0.000179234871497282	-0.108692121	0.00156077659	-0.000169644117974247	-0.115824462	0.00155175154	-0.000179730787278171	
-0.107481668	0.00123000022	-0.000132202475285967	-0.112099343	0.00121691517	-0.000136415391043733	-0.104163234	0.00121946522	-0.000127023441065721	-0.108056393	0.00121202516	-0.000130967067014848	-0.106975938	0.00121815614	-0.000130313395706959	-0.108000909	0.00123200655	-0.000133057827293954	-0.108489483	0.00119862034	-0.000130037700999884	-0.10838247	0.00125397119	-0.000135908494881039	-0.103468866	0.0012501109	-0.000129347557197239	-0.110248396	0.00129497524	-0.000142768943069715	-0.104226581	0.00184474809	-0.00019227178622698	-0.107633885	0.00184334434	-0.000198406312706961	-0.107411665	0.00106260396	-0.000114136060579193	-0.112502924	0.00119406395	-0.00013433568581799	-0.107248881	0.00103254933	-0.0001107397602198	-0.111267471	0.00116566473	-0.000129700566540998	-0.10781508	0.00104434146	-0.000112595758057217	-0.107872665	0.0011966117	-0.000129081693049181	-0.10388268	0.00127811302	-0.000132773805860494	-0.10777946	0.00138351143	-0.000149114114829228	-0.105773107	0.00127612861	-0.000134980088011291	-0.110453472	0.00128718424	-0.000142173968411681	-0.103964004	0.00121663811	-0.000126486569334592	-0.110797228	0.0012573905	-0.000139315381913534	-0.108567727	0.00121196282	-0.00013158004857591	-0.112122424	0.00122736589	-0.000137615238721717	-0.103612215	0.00137824393	-0.000142802906397605	-0.110204003	0.00146473915	-0.000161420117680817	-0.10747098	0.00143712607	-0.000154449347126449	-0.105684941	0.00147542999	-0.000155930731442781	-0.103847188	0.00142616048	-0.00014810275548473	-0.106896369	0.00148805789	-0.000159067985302801	-0.103085305	0.00143364442	-0.000147787672297248	-0.111278735	0.0014836458	-0.000165098227812063	-0.106156408	0.00148353729	-0.000157486989840454	-0.108250679	0.00153753057	-0.000166438728185757	-0.102029148	0.00154934809	-0.000158078665578127	-0.108979798	0.00154359691	-0.000168220879445224	
-0.10131887098	0.0012277884	-0.000124398134490341	-0.10571674616	0.001206931976	-0.000127592921339179	-0.09979795082	0.00122040813	-0.000121794230538068	-0.10641831154	0.001209525204	-0.000128715629974754	-0.10062662812	0.001217513374	-0.000122514265516624	-0.10515517114	0.001227208892	-0.00012904736106279	-0.10116436776	0.00119580824	-0.000120973184561798	-0.10538110054	0.001245878432	-0.00013129204030321	-0.10043921298	0.001253949026	-0.000125945653288478	-0.10451335008	0.001279713238	-0.000133747117645104	-0.10060714636	0.001820305426	-0.000183135734413484	-0.10405206292	0.001818118542	-0.000189178984928203	-0.10123333204	0.001058127688	-0.000107117791580022	-0.10574710822	0.001171742606	-0.000123908392162667	-0.10243491418	0.001030823284	-0.000105592294631286	-0.10611638068	0.001137288818	-0.000120684973153995	-0.10226413896	0.001043974826	-0.000106761186676806	-0.1048974283	0.001169166696	-0.000122642579664408	-0.10138644236	0.00127861541	-0.000129634267566573	-0.10439860434	0.001355144754	-0.000141475220996273	-0.10011365394	0.001276202496	-0.000127765295041908	-0.10499144618	0.001276612768	-0.000134033420724173	-0.10112403834	0.00121930245	-0.000123300787701856	-0.10558690238	0.00124149774	-0.000131085900678371	-0.10124338096	0.001207046028	-0.000122205420849059	-0.10461695526	0.001216292028	-0.000127244768676371	-0.10007972642	0.001377639028	-0.000137873737027755	-0.10452115194	0.001452870144	-0.000151855661070114	-0.10182205932	0.00143506663	-0.000146121439528012	-0.10377448512	0.001469149164	-0.000152460198058578	-0.1002992287	0.001424174928	-0.000142843646812278	-0.10312422556	0.001480631914	-0.000152689019470671	-0.10057656572	0.001437923058	-0.00014462136294324	-0.10614279514	0.001475586292	-0.000156622853503148	-0.1009845734	0.001482351498	-0.000149694633654381	-0.10528146512	0.001531904522	-0.000161281152500113	-0.09964192334	0.001545357588	-0.000153982402316383	-0.10534876202	0.001538539742	-0.00016208325713827	
-0.09623702816	0.001226005092	-0.000117987086563107	-0.10057211912	0.00119439157	-0.000120122491253964	-0.09603297524	0.00122040813	-0.000117199423730985	-0.10092114678	0.001193784822	-0.000120478133244798	-0.097072959	0.00121650859	-0.000118090088480218	-0.10050843532	0.00121192565	-0.000121808750805674	-0.09625844634	0.001194374946	-0.000114968676649381	-0.1003447919	0.001226616688	-0.000123084596298427	-0.0962006351	0.001255275194	-0.000120758270888076	-0.10105582262	0.001260225232	-0.00012735309750624	-0.09613550788	0.001788429396	-0.000171931568291982	-0.09929866092	0.0017826759	-0.000177017329724356	-0.09655774274	0.001055734862	-0.000101939375206645	-0.10200344044	0.001141909392	-0.000116478686654749	-0.09761999432	0.001029604246	-0.000100509960646368	-0.10212297374	0.00110343185	-0.00011268574184143	-0.09807838818	0.00104330343	-0.000102325518797065	-0.1009383945	0.001135947876	-0.000114660754839125	-0.0972490776	0.001279072548	-0.000124388625476482	-0.10002773648	0.001333659186	-0.000133402909611339	-0.09615157644	0.00127594299	-0.000122683929936067	-0.10027571154	0.00126466526	-0.000126815208806419	-0.09611455518	0.001218252414	-0.000117091788868571	-0.10044392542	0.00122225262	-0.00012276785100768	-0.09753072358	0.00120709128	-0.000117728485965508	-0.10066939942	0.001204315892	-0.000121237757559602	-0.09588769466	0.001376177104	-0.000131958449946435	-0.10035315842	0.001442751194	-0.000144784639132126	-0.0976366864	0.001433802338	-0.000139991709234893	-0.09928895926	0.001462811084	-0.000145240990124352	-0.09558939166	0.00142345828	-0.00013606751103859	-0.09914286804	0.001474491466	-0.000146185312839744	-0.09571700248	0.00143842545	-0.000137681772364945	-0.10188030814	0.001468593438	-0.000149620751995822	-0.09686420432	0.001480584814	-0.000143415669936385	-0.10080855838	0.001519928384	-0.000153221789231883	-0.09463998576	0.00153632192	-0.000145397484631576	-0.10054316508	0.001531592142	-0.000153991121568337	
-0.09142046028	0.001224464668	-0.000111941123545157	-0.09581592588	0.00118782261	-0.000113812323158348	-0.09131477038	0.001219234344	-0.00011133410416177	-0.09660424714	0.001187339614	-0.000114702049509968	-0.09255147254	0.00121620383	-0.000112561455375288	-0.09672589242	0.001205237558	-0.000116577678375651	-0.09165845028	0.00119423919	-0.000109462113419042	-0.09668781542	0.001218128666	-0.000117778199616019	-0.09193174164	0.001256646614	-0.000115525711851029	-0.096209957	0.001248339598	-0.000120102699044977	-0.09209453886	0.00175973672	-0.000162062141743409	-0.09534095988	0.001754926134	-0.000167316342134058	-0.09218662042	0.001055249094	-9.72798476771269E-05	-0.0967532239	0.00112338092	-0.000108690725677748	-0.09285530404	0.00102797332	-9.54527751736082E-05	-0.09763865158	0.001083227198	-0.000105764842967502	-0.09294701638	0.001042129644	-9.68628410909516E-05	-0.09727298382	0.001115833728	-0.000108540476169554	-0.0937231855	0.00127782488	-0.000119761818264755	-0.09568096572	0.001315344968	-0.000125853476793183	-0.09126892806	0.001275485852	-0.000116412226467736	-0.09530453198	0.001256329616	-0.000119733906065493	-0.09231057724	0.001219059566	-0.000112532092227404	-0.09537926824	0.00121033836	-0.000115441187099602	-0.09273419706	0.001205538852	-0.000111794677464854	-0.09612533868	0.00119717066	-0.000115078435150259	-0.09154549036	0.001374517548	-0.000125830882940085	-0.09576958854	0.001432513112	-0.000137191191314395	-0.09262923294	0.001431652396	-0.000132612863278193	-0.09566692552	0.001457630166	-0.000139446996526427	-0.0916720867	0.001423701166	-0.000130513656724443	-0.095010514	0.001467770128	-0.000139453594295126	-0.0918060374	0.001440435016	-0.000132240630951166	-0.09712747574	0.001462102978	-0.000142010371525077	-0.09177532272	0.001477751472	-0.000135621118242755	-0.0968485732	0.001511287982	-0.000146366084751007	-0.09090798774	0.00153031723	-0.000139118059983151	-0.09643434034	0.001525377812	-0.000147098803069493	
-0.08767362152	0.001223200376	-0.000107242406808546	-0.09133718414	0.001184363124	-0.000108176392745414	-0.08726118038	0.00121934147	-0.000106401175958484	-0.09236452616	0.00118339436	-0.000109303659321816	-0.08803518674	0.001214956162	-0.000106958892602584	-0.09237062668	0.001200728036	-0.000110912001157566	-0.08825489096	0.001194222568	-0.000105395982520811	-0.09238607158	0.00121322388	-0.000112084988220245	-0.08730701222	0.00125625135	-0.000109679551965842	-0.09180915714	0.001240765854	-0.000113913667263832	-0.08757717642	0.001726732156	-0.000151222326656099	-0.09170059942	0.001729738196	-0.000158618029412869	-0.08776939244	0.001054989586	-9.25957949937471E-05	-0.09250069402	0.00111364523	-0.000103012956667063	-0.08868515334	0.001027030412	-9.10823495730634E-05	-0.09364974646	0.001071629702	-0.000100357849891305	-0.08814484466	0.001039843946	-9.16568830908114E-05	-0.0922735184	0.001102683804	-0.000101748514277776	-0.0895749749	0.00127688197	-0.000114376670413013	-0.09151880506	0.00130354984	-0.000119299323692954	-0.0866190857	0.001275378724	-0.000110472138994113	-0.09106214694	0.001251667714	-0.000113979549292322	-0.08765261778	0.001217750022	-0.000106738977229953	-0.09141091332	0.001204016902	-0.000110060284664537	-0.0890866707	0.001206317376	-0.0001074667988354	-0.0914832339	0.001192735018	-0.000109115256632415	-0.08651552336	0.001370708052	-0.000118587524492546	-0.09055127096	0.001422167902	-0.000128779111044617	-0.08826825558	0.001429654834	-0.000126193138278694	-0.091682716	0.001453442026	-0.000133255512492223	-0.08805106882	0.001424570194	-0.000125434928190815	-0.09054655024	0.001462910594	-0.000132461507596249	-0.0870525079	0.001441913562	-0.000125522191747122	-0.09313020102	0.001456374416	-0.000135632442122465	-0.08790215608	0.001476882446	-0.000129821151280104	-0.09156836004	0.00150170467	-0.000137508633896309	-0.0871477039	0.00152451017	-0.000132857560887699	-0.09228308612	0.001518582592	-0.000140139488117869	
-0.08370577354	0.001221676576	-0.000102261382809779	-0.08729361386	0.00118369173	-0.000103328728807895	-0.08326035292	0.00121888433	-0.000101484739484458	-0.08744668054	0.001180939658	-0.000103269253010143	-0.08390987128	0.00121526092	-0.000101972387368814	-0.08805975174	0.001197009042	-0.000105408319069055	-0.08451179268	0.001193748806	-0.00010088585160467	-0.0881876371	0.001209628638	-0.000106674291353711	-0.08389083184	0.001256053718	-0.000105371391238745	-0.08774174232	0.00123689448	-0.00010852727674119	-0.0833821027	0.001696363302	-0.000141446339063875	-0.08721488158	0.001698274054	-0.000148114770509996	-0.08417887608	0.001055706232	-8.88681640804117E-05	-0.0886799729	0.001107200022	-9.81864679458394E-05	-0.08487045882	0.00102683278	-8.71477691700161E-05	-0.0894296851	0.001065686886	-9.53040426301796E-05	-0.08379148136	0.001039493934	-8.71007365945941E-05	-0.08768512934	0.001094607668	-9.59808149451358E-05	-0.08568829858	0.001275205792	-0.000109270214655841	-0.08827226694	0.001296861748	-0.000114476926403731	-0.08308082686	0.00127566686	-0.0001059834575267	-0.08741918708	0.001248998756	-0.000109186455913451	-0.08348170376	0.001218145288	-0.000101692844069456	-0.08708006162	0.00120064792	-0.000104552494857525	-0.08472208004	0.001205967364	-0.000102172063538436	-0.08842517366	0.001190330186	-0.00010525515340979	-0.08280223174	0.001370143784	-0.000113450963119888	-0.08729293972	0.001414153642	-0.000123445628625924	-0.08414021352	0.00142895481	-0.000120232562823831	-0.08767275748	0.001449463526	-0.000127078464191104	-0.08379073874	0.001426460628	-0.000119524189803644	-0.08671549222	0.001457577296	-0.000126394532671337	-0.08330865014	0.001443284982	-0.000120238123617754	-0.08863585902	0.00145253629	-0.000128746801821874	-0.08366287936	0.001473970604	-0.000123316624822638	-0.08781803326	0.001495366588	-0.000131320152760877	-0.08189526746	0.001516084022	-0.000124160106473522	-0.08809872896	0.001511985004	-0.000133203957058981	
-0.07933052892	0.001219390878	-9.67349233119632E-05	-0.08340624072	0.001184041742	-9.87564705557801E-05	-0.07876024058	0.001217146276	-9.58627335188111E-05	-0.08258533988	0.001179934876	-9.74453227707257E-05	-0.07929256216	0.00121460615	-9.63092336487933E-05	-0.08360301648	0.001194570962	-9.98697358226155E-05	-0.07962622768	0.001192315512	-9.49395864249078E-05	-0.08455406276	0.001208652484	-0.000102196477987166	-0.07981098774	0.001254315664	-0.000100108172081594	-0.08434782294	0.001234958792	-0.000104166085525812	-0.0782372876	0.001658725466	-0.000129774181332886	-0.0822633615	0.00166309092	-0.000136811449559328	-0.08083353246	0.001057625294	-8.5491588533066E-05	-0.08490529458	0.001102171484	-9.35801945266958E-05	-0.07969196742	0.001026635148	-8.18145747666429E-05	-0.085474329	0.001062334528	-9.08023309543317E-05	-0.0794807336	0.001040284462	-8.26825721924413E-05	-0.0841922773	0.001089991018	-9.17688260419653E-05	-0.08129935444	0.001273393856	-0.000103526098440662	-0.08441191116	0.001292990374	-0.000109143788580823	-0.07976731964	0.001275164468	-0.000101716451712527	-0.08336166472	0.00124908926	-0.000104126160097473	-0.07952888628	0.001217338136	-9.68135461822512E-05	-0.08254424326	0.001197159806	-9.88186502475584E-05	-0.0809637006	0.001206119744	-9.76519178409647E-05	-0.0848108147	0.00118897539	-0.00010083797148415	-0.07911107386	0.00136947239	-0.000108340431394521	-0.08324461302	0.001405879874	-0.000117031926063736	-0.0790179746	0.001429292816	-0.00011293982343065	-0.08366191028	0.001447284956	-0.000121082624138466	-0.07913144628	0.001427024896	-0.000112922543898047	-0.08321763128	0.001453067774	-0.000120920858241582	-0.07880358964	0.001443894502	-0.00011378406981906	-0.08416111218	0.001448664916	-0.000121921250506706	-0.0791020107	0.00147109201	-0.000116366335915705	-0.0833775969	0.001487826092	-0.000124051364156078	-0.07745590762	0.001509103174	-0.000116888956034393	-0.08301675884	0.001504642138	-0.000124910513510848	
-0.07603408198	0.001221050434	-9.28414488004706E-05	-0.07939970554	0.001184713138	-9.40658743065694E-05	-0.07337386598	0.001214662946	-8.9124516210676E-05	-0.07929935702	0.001181718182	-9.37094920114433E-05	-0.07482441152	0.001214499022	-9.08741746127655E-05	-0.0790885078	0.00119165912	-9.42465416070612E-05	-0.07574234248	0.001191615488	-9.02557483965683E-05	-0.08052691854	0.001207692952	-9.72517919670361E-05	-0.0755540791	0.00125212047	-9.46028090331092E-05	-0.07899734242	0.001231725568	-9.7303046462765E-05	-0.07436748166	0.001631144704	-0.000121304123859526	-0.0785527338	0.001637157708	-0.000128603213625142	-0.07639423718	0.001058234812	-8.08430412200607E-05	-0.07988705988	0.001097126324	-8.76461963413123E-05	-0.07477399636	0.001026313764	-7.67415816535539E-05	-0.08098804152	0.001059151172	-8.57785790938926E-05	-0.07433103294	0.001039567816	-7.72721495744599E-05	-0.0792076524	0.001084567218	-8.5906023207779E-05	-0.07653859446	0.001271108158	-9.72888318199596E-05	-0.07983499996	0.001289119002	-0.000102916815473105	-0.07532998956	0.00127502871	-9.60478994130003E-05	-0.07850317976	0.001246651182	-9.78660818385625E-05	-0.07532499654	0.001216864374	-9.16603047611992E-05	-0.0791987117	0.001195895514	-9.47133840366093E-05	-0.07648977772	0.001205814984	-9.22325200976054E-05	-0.08060210598	0.001188151614	-9.5767522311936E-05	-0.07481979592	0.001366774804	-0.000102261811903878	-0.07848201318	0.001397910868	-0.000109710859166841	-0.07418847026	0.001430495232	-0.000106126252976304	-0.0797728244	0.001445427768	-0.000115305855519548	-0.07524033254	0.001427679668	-0.000107419092980917	-0.07872988554	0.00144823687	-0.000114019523009908	-0.07462487544	0.001443894502	-0.000107750447360251	-0.07996610106	0.001444641164	-0.00011552232131586	-0.07407844804	0.001468044412	-0.000108750451694754	-0.0786758787	0.00148129038	-0.000116541822256357	-0.07390458722	0.001503984134	-0.000111151326608699	-0.0792196942	0.001499811234	-0.000118814587315205	
-0.07170843084	0.001221219438	-8.75717296102867E-05	-0.07470007974	0.001184120242	-8.84538764991481E-05	-0.0698780328	0.00121472482	-8.48825808149341E-05	-0.07562246632	0.00118324198	-8.94796767809601E-05	-0.07012358188	0.001213584742	-8.51009090239557E-05	-0.07424276912	0.001188961534	-8.8271796661323E-05	-0.07133906842	0.001190272698	-8.491294544108E-05	-0.0758837351	0.001205559632	-9.14823677619415E-05	-0.07115911204	0.001249422882	-8.89078228455777E-05	-0.07534594628	0.001231177924	-9.27642657228259E-05	-0.06942484002	0.001595549682	-0.000110770781416812	-0.07361643406	0.001601365054	-0.000117886784903779	-0.0720659867	0.001057715796	-7.62253324869159E-05	-0.07599968664	0.001094795372	-8.32041052069222E-05	-0.07066631074	0.001026511396	-7.25397732878872E-05	-0.07636166394	0.00105654409	-8.06794647383731E-05	-0.07081262552	0.001041334498	-7.37396298479312E-05	-0.07423875678	0.001080255328	-8.01968125556911E-05	-0.0711364298	0.001270070126	-9.03482543592761E-05	-0.07525314244	0.001287533328	-9.68909289282313E-05	-0.07178963628	0.001275012086	-9.15326539065441E-05	-0.0747598289	0.001247322578	-9.32496225143869E-05	-0.0708939456	0.001215204818	-8.61506642601499E-05	-0.07562563726	0.001195393122	-9.0402366627471E-05	-0.07209271828	0.001204793578	-8.68568440043072E-05	-0.07623992476	0.001186368306	-9.04486303870887E-05	-0.07052337986	0.001364031966	-9.61961444794006E-05	-0.07443501744	0.001391510912	-0.00010357713900267	-0.07019785418	0.001432888058	-0.000100585666951747	-0.07555320728	0.001444694498	-0.00010915130286367	-0.07038774308	0.00142742016	-0.000100472883489292	-0.07485621184	0.00144544878	-0.00010820082007955	-0.07065353934	0.001443453986	-0.000101985132985331	-0.07562282004	0.001441638818	-0.000109020792896292	-0.07051057234	0.001467434892	-0.000103469674106606	-0.07415071414	0.001475895208	-0.000109438683669004	-0.06960423886	0.001497510296	-0.000104233064338093	-0.07400175612	0.00149208511	-0.000110416918420503	
-0.06737523212	0.001222895618	-8.23928761212809E-05	-0.07103384484	0.001185203526	-8.41895633697049E-05	-0.06586211392	0.001214312934	-7.99772167936374E-05	-0.0702492216	0.00118248008	-8.30683051775057E-05	-0.0652918578	0.001211603804	-7.91078632807071E-05	-0.07061921246	0.00118920442	-8.39806795943511E-05	-0.06651717422	0.001188094126	-7.90286639689006E-05	-0.07134538182	0.00120432397	-8.59229534746282E-05	-0.0667089083	0.001246984802	-8.31849948081117E-05	-0.07075793678	0.001230675532	-8.70800614899489E-05	-0.06494482964	0.001563521274	-0.000101542622778446	-0.06851233194	0.001564246234	-0.000107170157219703	-0.06790389038	0.00105730391	-7.17950488029854E-05	-0.0716647753	0.001091381138	-7.82135840214283E-05	-0.06631725742	0.001026951912	-6.81046343060652E-05	-0.0720374084	0.001054946408	-7.5995605233209E-05	-0.06658165568	0.001043467816	-6.94758148380736E-05	-0.07053333162	0.001078714906	-7.60853561883351E-05	-0.0666146279	0.001268682084	-8.45127849490566E-05	-0.06996943908	0.001285630888	-8.99548720972823E-05	-0.0679183701	0.001275073962	-8.66009452559893E-05	-0.07029586306	0.001246713058	-8.76387704002818E-05	-0.06653113008	0.001214640552	-8.0811408565555E-05	-0.07145725986	0.001194371716	-8.53465300796461E-05	-0.06786974034	0.001203529286	-8.16832201324056E-05	-0.07155000152	0.001184358738	-8.47408695041253E-05	-0.06705906598	0.001363591448	-9.14411688811957E-05	-0.07082319318	0.00138753241	-9.8269475916941E-05	-0.06595502666	0.001435021378	-9.464687324366E-05	-0.0713298477	0.001443413584	-0.000102958471114831	-0.06555348226	0.00142604874	-9.34824607794853E-05	-0.07001871558	0.001441120266	-0.000100905390021628	-0.06676166412	0.001442387326	-9.62961781893569E-05	-0.07093841654	0.001439307868	-0.000102102221069483	-0.06595642704	0.001464465792	-9.65909311626238E-05	-0.07038510418	0.001472633354	-0.000103651452040233	-0.06527712946	0.00149111034	-9.73354027033246E-05	-0.0695159755	0.001485747028	-0.000103283153997646	
-0.06198879284	0.00122301937	-7.58134943662373E-05	-0.06610648622	0.001183008332	-7.82045239975032E-05	-0.06083962964	0.001213370026	-7.38209829981172E-05	-0.06606569024	0.001183608614	-7.81959200579197E-05	-0.06155922342	0.001210887158	-7.45412730957308E-05	-0.0658272521	0.00118733061	-7.81587113905168E-05	-0.06255516096	0.001187394102	-7.42776291735647E-05	-0.0669327829	0.001203302564	-8.05403892792254E-05	-0.06212019998	0.001245308622	-7.73588206354582E-05	-0.06617518864	0.001230263646	-8.14129288509842E-05	-0.06041909536	0.001531645244	-9.25406200549265E-05	-0.06516635596	0.001540565472	-0.000100393037928037	-0.06296727536	0.001055322972	-6.64508121716576E-05	-0.06658064994	0.001087464512	-7.24040939956449E-05	-0.06152206152	0.001026494772	-6.31520745129424E-05	-0.06681959746	0.00105205119	-7.0297637023114E-05	-0.061802884	0.001043377312	-6.44837269817678E-05	-0.06578278114	0.001075638678	-7.07585037405929E-05	-0.06180915978	0.00126737254	-7.83352318256444E-05	-0.06543305288	0.001283238062	-8.39661839684747E-05	-0.0637967343	0.001274588194	-8.13145643545348E-05	-0.06584337514	0.001246470174	-8.20718032675031E-05	-0.06213419778	0.00121441429	-7.54566576817183E-05	-0.06780725926	0.001193412184	-8.09220093645308E-05	-0.06343570636	0.001202355498	-7.62722703114596E-05	-0.06629781744	0.001183320706	-7.84515801393599E-05	-0.06232836696	0.00136100099	-8.48289691376433E-05	-0.06599882488	0.00138294439	-9.12727046143884E-05	-0.0610777059	0.001435507146	-8.76774832807364E-05	-0.06653496894	0.001442606432	-9.59837741457643E-05	-0.0614355224	0.001425224966	-8.75594403237322E-05	-0.06566401916	0.001438484556	-9.44566774465481E-05	-0.06207491366	0.001440101628	-8.93941842197254E-05	-0.06706417126	0.001436700786	-9.63511475616806E-05	-0.06123777752	0.001461739576	-8.95136829472671E-05	-0.06552103672	0.001466978674	-9.61179635666109E-05	-0.06091114492	0.001484512752	-9.042337137266E-05	-0.06560088992	0.001480170848	-9.7100524862441E-05	
-0.05762845136	0.00122413128	-7.05447899277345E-05	-0.06095850004	0.001181377404	-7.20149945289891E-05	-0.05684958306	0.00121376529	-6.90020506692E-05	-0.0620616936	0.001184827652	-7.35324107072314E-05	-0.0582076024	0.00121062765	-7.04677329056464E-05	-0.06136512608	0.001187071104	-7.28447679628848E-05	-0.05820464932	0.001185079774	-6.89771526618949E-05	-0.06188455152	0.001200147838	-7.42706107123276E-05	-0.0576928914	0.001244394342	-7.17927076317805E-05	-0.06131403764	0.00123015652	-7.54258631703714E-05	-0.05679103668	0.001506276298	-8.55429924899326E-05	-0.06099322402	0.001511218026	-9.21740596028802E-05	-0.05883257418	0.001053770544	-6.1996033698579E-05	-0.06237352462	0.001085252694	-6.76910356281303E-05	-0.05782189768	0.001026387644	-5.93476813313843E-05	-0.06163457226	0.001049917872	-6.47112389488494E-05	-0.05800372486	0.001043958202	-6.05534643141483E-05	-0.06119857668	0.001073155346	-6.56755797317329E-05	-0.05762017324	0.001266808272	-7.2993712094505E-05	-0.06045870198	0.001281607136	-7.74843038908653E-05	-0.05925945942	0.00127434531	-7.55170141850123E-05	-0.06167537934	0.00124599641	-7.68473012430282E-05	-0.05791787678	0.001214397668	-7.03353344971434E-05	-0.063415146	0.001193412184	-7.56804078865389E-05	-0.05883405988	0.001200131676	-7.06086188896688E-05	-0.06205042338	0.001182480308	-7.33734037499128E-05	-0.0577268496	0.001359081926	-7.84555179362803E-05	-0.0615792518	0.001378908632	-8.49121618591215E-05	-0.05757407254	0.001436692938	-8.27162634301177E-05	-0.06256794484	0.0014423303	-9.02436426514606E-05	-0.0570352919	0.001424355938	-8.12385566933283E-05	-0.06139062356	0.001436001226	-8.81570106970645E-05	-0.05766656602	0.001438775462	-8.2969240167379E-05	-0.0626612142	0.001434995978	-8.99185903535965E-05	-0.05720226348	0.001458951484	-8.3455327192305E-05	-0.06129805872	0.001464219212	-8.97537952361281E-05	-0.05661181228	0.001478236548	-8.36856499608112E-05	-0.06168757962	0.001473635136	-9.09049847828295E-05	
